Main Serial No.,Sr. No.,College Name,College Code,Merit No,Merit Marks,Gender,Candidate Type,Category,Home University,PH Type,Defence Type,HSC Eligibility,Seat Type,Fees Paid,CAP Round,Admitted/Uploaded Late,BRANCH,NATIONALITY
,1728,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,6025,93.89,M,TYPE A,OPEN,SRTMU,NA,NA,77.67,GOPENO,8591,ROUND-1,NO,INFORMATION TECHNOLOGY,INDIAN
,1729,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,7333,92.62,M,TYPE A,OPEN,AMRAVATI,NA,NA,72.67,GOPENO,8591,ROUND-2,NO,INFORMATION TECHNOLOGY,INDIAN
,1730,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,2629,31360,M,OMS,NA,OHU,NA,NA,95,AI,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1731,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3150,37687,M,TYPE A,OPEN,PUNE,NA,NA,92.33,AI,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1732,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3171,37951,M,TYPE A,OPEN,PUNE,NA,NA,91,AI,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1733,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3465,41806,M,TYPE A,NA,OHU,NA,NA,69.33,AI,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1734,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,12248,87.71,M,OMS,NT--B,PUNE,NA,NA,90.67,GNT1H,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1735,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,9733,90.27,M,TYPE B ,NT-C,PUNE,NA,NA,84,GNT2H,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1736,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4885,94.92,M,TYPE A,OBC,PUNE,NA,NA,87,GOBCH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1737,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,5165,94.69,M,TYPE A,OBC,PUNE,NA,NA,86.33,GOBCH,51546,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1738,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,5251,94.61,M,TYPE A,OBC,PUNE,NA,NA,84.67,GOBCH,51546,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1739,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3621,96.0918,M,TYPE A,OPEN,PUNE,NA,NA,87.33,GOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1740,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3767,95.95,M,TYPE A,OPEN,PUNE,NA,NA,82.5,GOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1741,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3828,95.88,M,TYPE A,OPEN,PUNE,NA,NA,85.33,GOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1742,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3991,95.72,M,TYPE A,OPEN,PUNE,NA,NA,84.5,GOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1743,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4015,95.7,M,TYPE A,OPEN,PUNE,NA,NA,87,GOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1744,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4191,95.54,M,TYPE A,OPEN,PUNE,NA,NA,94.33,GOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1745,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4344,95.4,M,TYPE A,OPEN,PUNE,NA,NA,91.33,GOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1746,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4431,95.32,M,TYPE A,OPEN,PUNE,NA,NA,84,GOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1747,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3839,95.87,M,TYPE A,OPEN,BAMU,NA,NA,84,GOPENO,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1748,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4011,95.7095,M,TYPE B ,OPEN,GONDWANA,NA,NA,98.67,GOPENO,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1749,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4151,95.5718,M,TYPE A,OPEN,AMRAVATI,NA,NA,87.5,GOPENO,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1750,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,16682,83.1873,M,TYPE A,SC,PUNE,NA,NA,80,GSCH,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1751,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,17966,81.894,M,TYPE A,SC,PUNE,NA,NA,89.67,GSCH,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1752,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,20106,79.7033,M,TYPE A,SC,PUNE,NA,NA,68.33,GSCH,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1753,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,51802,55.0083,M,TYPE A,ST,PUNE,NA,NA,68.33,GSTH,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1754,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,38596,53.956,M,TYPE B ,ST,NAGPUR,NA,NA,86.11,GSTO,17182,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1755,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,11832,88.1409,F,TYPE A,DT/VJ,NORTH MAHARASHTRA,NA,NA,84,GVJO,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1756,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,53655,53.86,F,TYPE A,NT-D,PUNE,NA,NA,75,LNT3H,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1757,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,11819,88.15,F,TYPE A,OBC,PUNE,NA,NA,74.67,LOBCH,51546,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1758,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,7686,91.97,F,TYPE A,OPEN,PUNE,NA,NA,93.33,LOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1759,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,9456,90.97,F,TYPE A,OPEN,PUNE,NA,NA,74.83,LOPENH,30000,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1760,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,9930,90.07,F,TYPE A,OPEN,PUNE,NA,NA,87.67,LOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1761,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,10233,89.75,F,TYPE A,OPEN,PUNE,NA,NA,70,LOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1762,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,12123,87.8398,F,TYPE A,OPEN,NORTH MAHARASHTRA,NA,NA,85.5,LOPENO,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1763,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,56752,51.96,M,TYPE A,ST,PUNE,NA,NA,52.67,LSTH,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1764,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3548,42817,M,TYPE A,OPEN,MUMBAI,NA,NA,84,AI,96000,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1765,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3703,4701,M,OMS,NA,OHU,NA,NA,90.67,AI,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1766,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4270,51573,M,TYPE A,OPEN,MUMBAI,NA,NA,91.67,AI,94500,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1767,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4333,52177,M,TYPE A,OBC,GONDWANA,NA,NA,84.67,AI,51546,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1768,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,9407,90.59,M,TYPE A,NT-D,PUNE,NA,DEF2,90,DEFO,8591,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1769,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,14835,85.11,M,TYPE A,NT-C,SOLAPUR,NA,NA,78,GNT2O,8591,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1770,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4827,94.97,M,TYPE A,OBC,AMRAVATI,NA,NA,74.67,GOBCO,51546,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1771,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,13845,85.14,M,TYPE A,SC,NAGPUR,NA,NA,71,GSCO,8591,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1772,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,21643,78.15,F,TYPE A,OBC,PUNE,NA,NA,79.33,LOBCH,51546,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1773,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,13573,85.41,F,TYPE A,OBC,BAMU,NA,NA,76,LOBCO,51546,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1774,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,35538,65.2,F,TYPE A,SC,PUNE,NA,NA,80,LSCH,8591,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1775,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4581,95.19,M,TYPE A,OPEN,PUNE,NA,NA,84.5,PHVH,94500,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1776,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,5731,94.14,M,TYPE A,OBC,PUNE,NA,NA,88.83,GOPEN,84500,COUNSELING  ROUND,NO,MECHANICAL ENGINEERING,INDIAN
,1777,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,22,64.67,M,TYPE A,OPEN,PUNE,NA,NA,64.67,ACAP,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1778,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,32,80.75,M,TYPE A,OPEN,PUNE,NA,NA,73.67,IL,14500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1779,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,61,69.54,M,TYPE A,OPEN,PUNE,NA,NA,66.33,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1780,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,86,64.03,M,OMS,OPEN,OHU,NA,NA,64.83,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1781,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,102,60.0025,F,OMS,OPEN,OHU,NA,NA,66.33,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1782,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,108,57.83,M,TYPE B ,OPEN,OHU,NA,NA,65,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1783,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,113,56.64,M,TYPE A,OPEN,PUNE,NA,NA,63.67,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1784,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,190,34.32,M,OMS,OPEN,OHU,NA,NA,62.67,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1785,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,195,29.021,M,TYPEA,OPEN,PUNE,NA,NA,48.67,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1786,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,203,19.88,F,OMS,OPEN,OHU,NA,NA,51,IL,10000,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1787,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,72,67.17,M,TYPE B ,OPEN,OHU,NA,NA,65.67,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1788,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,87,63.83,M,TYPE  B,OPEN,OHU,NA,NA,66.33,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1789,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,210,79.5,M,TYPE A,OPEN,PUNE,NA,NA,79.5,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1790,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,1698,20235,M,TYPE A,OPEN,PUNE,NA,NA,94.83,AI,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1791,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,1815,21749,M,TYPE A,OBC,AMRAVATI,NA,NA,93,AI,51546,ROUND1,NO,MECHANICAL ENGINEERING,INDIAN
,1792,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,2220,26708,M,TYPE A,OBC,MUMBAI,NA,NA,97.67,AI,51546,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1793,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,2264,27205,M,TYPE A,OPEN,PUNE,NA,NA,95,AI,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1794,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,2445,29219,M,TYPE A,OPEN,PUNE,NA,NA,94.33,AI,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1795,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,2475,29570,M,TYPE A,OBC,PUNE,NA,NA,93,AI,52261,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1796,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,2573,30689,M,TYPE A,OPEN,PUNE,NA,NA,91.33,AI,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1797,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,2962,35507,M,TYPE A,OPEN,PUNE,NA,NA,87,AI,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1798,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4430,95.32,M,TYPE A,NT-B,SHIVAJI,NA,NA,81.67,GNT1H,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1799,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,12129,87.82,M,TYPE A,NT-C,PUNE,NA,NA,81,GNT2H,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1800,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,8118,91.85,M,TYPE A,NT-D ,PUNE,NA,NA,89.5,GNT3H ,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1801,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,6715,93.22,M,TYPE A,NT-D,SRTMU,NA,NA,80.33,GNT3O,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1802,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4241,95.5,M,TYPE A,OBC,PUNE,NA,NA,90.33,GOBCH,51546,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1803,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4378,95.36,M,TYPE A,OBC,PUNE,NA,NA,87,GOBCH,51546,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1804,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4547,95.22,M,TYPE A,OBC,PUNE,NA,NA,86,GOBCH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1805,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4627,95.16,M,TYPE A,OBC,PUNE,NA,NA,85.33,GOBCH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1806,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4678,95.11,M,TYPE A,OBC,PUNE,NA,NA,86.67,GOBCH,51546,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1807,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4837,94.96,M,TYPE A,OBC,PUNE,NA,NA,77,GOBCH,51546,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1808,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4039,95.68,M,TYPE A,OBC,NORTH MAHARASHTRA,NA,NA,91.33,GOBCO,51546,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1809,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,2664,95.95,M,TYPE A,OPEN,PUNE,NA,NA,91.83,GOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1810,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,2825,96.8,M,TYPE A,OPEN,PUNE,NA,NA,90.17,GOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1811,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3118,96.54,M,TYPE A,OPEN,PUNE,NA,NA,80.67,GOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1812,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3327,96.34,M,TYPE A,OPEN,PUNE,NA,NA,89.67,GOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1813,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3336,96.33,M,TYPE A,OPEN,PUNE,NA,NA,84,GOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1814,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,15220,84.71,M,TYPE A,SC,PUNE,NA,NA,73,GSCH,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1815,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,15305,84.63,M,TYPE A,SC,PUNE,NA,NA,70.67,GSCH,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1816,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,10037,89.96,M,TYPE A,SC,SRTMU,NA,NA,73.67,GSCO,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1817,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,10552,89.4,M,TYPE A,SC,MUMBAI,NA,NA,80.33,GSCO,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1818,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,37703,64.58,M,TYPE A,ST,PUNE,NA,NA,66.67,GSTH,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1819,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,42609,61.14,M,TYPE A,ST,PUNE,NA,NA,72,GSTH,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1820,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,14063,85.92,M,TYPE A,DT/VJ,PUNE,NA,NA,80.33,GVJH,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1821,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,37411,64.79,F,TYPE A,NT-C,PUNE,NA,NA,74,LNT2H,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1822,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,12630,87.32,F,TYPE A,OBC,PUNE,NA,NA,84.67,LOBCH,51546,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1823,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,12690,87.25,F,TYPE A,OBC,PUNE,NA,NA,90.67,LOBCH,51546,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1824,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,17458,82.39,F,TYPE A,OBC,PUNE,NA,NA,88.67,LOBCH,51546,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1825,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,5959,93.94,F,TYPE A,OPEN,PUNE,NA,NA,89.17,LOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1826,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,6891,93.05,F,TYPE A,OPEN,PUNE,NA,NA,83,LOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1827,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,7383,92.55,F,TYPE A,OPEN,PUNE,NA,NA,87.67,LOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1828,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,9271,90.71,F,TYPE A,OPEN,PUNE,NA,NA,81,LOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1829,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,9292,90.68,F,TYPE A,OPEN,PUNE,NA,NA,81.33,LOPENH,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1830,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,9305,90.6827,F,TYPE A,OPEN,NORTH MAHARASHTRA,NA,NA,84,LOPENO,51546,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1831,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,9964,90.05,F,TYPE A,OPEN,MUMBAI,NA,NA,81,LOPENO,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1832,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,10273,89.722,F,TYPE A,OPEN,BAMU,NA,NA,90.67,LOPENO,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1833,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,24286,75.715,F,TYPE A,SC,PUNE,NA,NA,54,LSCH,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1834,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,34805,66.75,F,TYPE A,SC,PUNE,NA,NA,63.33,LSCH,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1835,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,24585,75.43,F,TYPE A,SC,SHIVAJI,NA,NA,68.33,LSCO,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1836,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,56162,52.34,F,TYPE A,ST,PUNE,NA,NA,66,LSTH,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1837,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,16142,83.73,M,TYPE A,DT/VJ,PUNE,NA,NA,83,LVJH,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1838,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,2515,29966,M,TYPE A,OPEN,PUNE,NA,NA,94.67,AI,94500,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1839,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,2757,32940,M,TYPE A,OPEN,BAMU,NA,NA,81.83,AI,25000,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1840,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,2765,33020,M,TYPE A,OPEN,SHIVAJI,NA,NA,93,AI,94500,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1841,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3331,39855,M,TYPE A,OPEN,SHIVAJI,NA,NA,93.33,AI,94500,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1842,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3547,42816,M,TYPE A,OPEN,MUMBAI,NA,NA,81.83,AI,94500,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1843,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,12036,87.93,M,TYPE C,OPEN,NAGPUR,NA,DEF3,85.67,DEFO,94500,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1844,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,13774,86.23,M,TYPE A,NT-B,PUNE,NA,NA,75.67,GNT1H,8591,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1845,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4566,95.2,M,TYPE A,OBC,PUNE,NA,NA,77,GOBCH,51546,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1846,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4820,94.98,M,TYPE A,OBC,PUNE,NA,NA,79,GOBCH,94500,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1847,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4548,95.22,M,TYPE A,OBC,NAGPUR,NA,NA,89.17,GOBCO,0,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1848,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,2710,96.9,M,TYPE A,OPEN,PUNE,NA,NA,89,GOPENH,94500,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1849,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,2911,96.71,M,TYPE A,OPEN,PUNE,NA,NA,93.33,GOPENH,94500,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1850,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4158,95.56,M,TYPE B ,OPEN,PUNE,NA,NA,80.67,GOPENH,94500,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1851,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3660,96.04,M,TYPE A,OPEN,BAMU,NA,NA,86,GOPENC,94500,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1852,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,37884,64.43,M,TYPE A,ST,PUNE,NA,NA,73.33,GSTH,8591,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1853,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,10856,89.11,F,TYPE A,SBC,SHIVAJI,NA,NA,75.33,LOBCO,8591,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1854,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,12189,87.78,F,TYPE A,OPEN,PUNE,NA,NA,75,LOPENH,94500,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1855,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,25388,74.69,M,TYPE A,ST,AMRAVATI,NA,NA,91.67,LSTO,8591,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1856,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4557,95.21,M,TYPE A,OPEN,PUNE,NA,NA,64,PHCH,94500,ROUND2,NO,MECHANICAL ENGINEERING,INDIAN
,1857,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,6340,93.6,F,TYPE A,NT-D,PUNE,NA,NA,81.83,GOPEN,84500,COUNSELING  ROUND,NO,MECHANICAL ENGINEERING,INDIAN
